"","DATE","DAILYAverageDryBulbTemp","DAILYPrecip","DAILYAverageStationPressure","DAILYAverageWindSpeed","DAILYAverageDewPointTemp"
"975262","2010-06-12","84",0,30.06,3.2,NA
"975288","2010-06-13","87",0,29.99,6.3,NA
"975313","2010-06-14","89",0,29.89,4.4,NA
"975341","2010-06-15","90",NA,29.93,3.1,NA
"975366","2010-06-16","84",0,30.02,3.2,NA
"975391","2010-06-17","84",0,29.97,4.7,NA
"975421","2010-06-18","86",NA,29.97,3.5,NA
"975465","2010-06-19","82",0.35,30,3.5,NA
"975496","2010-06-20","84",NA,29.97,3.1,NA
"975527","2010-06-21","82",NA,30.02,2.8,NA
"975554","2010-06-22","84",0,30.1,4.1,NA
"975579","2010-06-23","86",0,30.1,4.8,NA
"975604","2010-06-24","88",0,30.01,6.5,NA
"975631","2010-06-25","88",0,29.98,4.8,NA
"975657","2010-06-26","84",0,29.95,3.7,NA
"975695","2010-06-27","86",NA,29.86,5.9,NA
"975728","2010-06-28","84",0.02,29.87,5.9,NA
"975753","2010-06-29","84",0,29.95,5.7,NA
"975780","2010-06-30","82",0.01,30.02,NA,NA
"975823","2010-07-01","80",0.42,30.06,2.7,NA
"975848","2010-07-02","79",0,30.1,8.5,NA
"975873","2010-07-03","75",0,30.11,7.3,NA
"975898","2010-07-04","74",0,30.08,4.1,NA
"975933","2010-07-05","78",0,30.04,4.6,NA
"975960","2010-07-06","82",0,30.05,3.7,NA
"975986","2010-07-07","81",NA,30.02,3.2,NA
"976011","2010-07-08","88",0,29.92,5.5,NA
"976036","2010-07-09","88",0,29.86,4.2,NA
"976070","2010-07-10","86",0.48,29.86,8.1,NA
"976112","2010-07-11","82",0.01,29.86,4.1,NA
"976148","2010-07-12","82",0.06,29.85,4.2,NA
"976179","2010-07-13","84",0.17,29.91,4.4,NA
"976209","2010-07-14","84",0.55,29.97,3.8,NA
"976237","2010-07-15","83",NA,30,5.4,NA
"976262","2010-07-16","84",0,30.05,6.6,NA
"976287","2010-07-17","86",0,30.07,5.3,NA
"976312","2010-07-18","86",0,30.07,5.4,NA
"976338","2010-07-19","84",0,30.04,6.7,NA
"976367","2010-07-20","88",0,30.09,6.7,NA
"976397","2010-07-21","88",NA,30.11,5.9,NA
"976422","2010-07-22","",0,30.05,NA,NA
"976445","2010-07-23","",0,30.05,4.8,NA
"976479","2010-07-24","84",0,30.06,4.5,NA
"976506","2010-07-25","88",0,30.02,6.5,NA
"976534","2010-07-26","90",0.09,29.99,5.2,NA
"976563","2010-07-27","86",0.15,30.01,4.6,NA
"976591","2010-07-28","83",0,30.03,2.2,NA
"976622","2010-07-29","88",NA,29.94,3.2,NA
"976648","2010-07-30","90",0,29.83,6.3,NA
"976680","2010-07-31","86",0.11,29.84,NA,NA
"976722","2010-08-01","86",0.13,29.83,3.5,NA
"976757","2010-08-02","85",0.01,29.96,5.3,NA
"976787","2010-08-03","85",NA,30.03,3,NA
"976843","2010-08-04","",NA,29.86,NA,NA
"976868","2010-08-05","84s",0,29.9,5.5,NA
"976904","2010-08-06","86",0.68,29.84,6.5,NA
"976942","2010-08-07","82",NA,29.86,3.5,NA
"976981","2010-08-08","82",NA,29.9,4.5,NA
"977010","2010-08-09","84",NA,29.93,7.1,NA
"977039","2010-08-10","84",0,29.97,3.8,NA
"977068","2010-08-11","84",0,29.93,4.5,NA
"977093","2010-08-12","86",0,29.84,6.8,NA
"977133","2010-08-13","86",1.6,29.8,7.2,NA
"977212","2010-08-14","82",3.5,29.91,4.1,NA
"977272","2010-08-15","82",2.63,29.91,2.3,NA
"977323","2010-08-16","82",0.01,29.92,2.5,NA
"977354","2010-08-17","84",NA,29.98,2.3,NA
"977383","2010-08-18","86",0,29.99,3.1,NA
"977409","2010-08-19","86",0,29.92,6.3,NA
"977451","2010-08-20","84",1.37,29.88,5,NA
"977497","2010-08-21","",NA,NA,NA,NA
"977546","2010-08-22","",NA,NA,NA,NA
"977577","2010-08-23","83",0.01,29.81,2.7,NA
"977612","2010-08-24","86",0,29.77,3.1,NA
"977644","2010-08-25","82",0.04,29.86,6.3,NA
"977683","2010-08-26","84",0.46,29.94,4,NA
"977720","2010-08-27","82",NA,29.98,4.6,NA
"977745","2010-08-28","81",0.01,30.05,7.8,NA
"977771","2010-08-29","80",0,30.14,8.3,NA
"977797","2010-08-30","78",0,30.19,6.7,NA
"977846","2010-08-31","78",0.01,30.13,NA,NA
"977884","2010-09-01","80",NA,30.01,3.9,NA
"977909","2010-09-02","80",0,29.89,6.6,NA
"977934","2010-09-03","80",0,29.86,7.8,NA
"977961","2010-09-04","82",0,29.86,6.9,NA
"977988","2010-09-05","80",0.01,29.92,1.4,NA
"978022","2010-09-06","82",0,30.04,3.5,NA
"978049","2010-09-07","81",0,30.13,3.5,NA
"978086","2010-09-08","82",0,30.03,3.4,NA
"978111","2010-09-09","84",NA,29.9,5.8,NA
"978136","2010-09-10","80",NA,29.87,4.3,NA
"978173","2010-09-11","80",NA,29.9,3,NA
"978207","2010-09-12","81",NA,29.9,3.3,NA
"978237","2010-09-13","76",0,29.98,5.4,NA
"978266","2010-09-14","76",NA,30.03,2.3,NA
"978291","2010-09-15","76",0,30.07,1.9,NA
"978346","2010-09-16","76",0,30.04,2.8,NA
"978375","2010-09-17","78",NA,29.99,2.3,NA
"978404","2010-09-18","79",0,30.03,2.9,NA
"978429","2010-09-19","78",0,30.04,5.2,NA
"978454","2010-09-20","81",NA,29.95,3.5,NA
"978479","2010-09-21","80",0,30.05,4,NA
"978504","2010-09-22","78",0,30.13,2.7,NA
"978531","2010-09-23","76",0,30.15,2.9,NA
"978569","2010-09-24","78",0,30.13,2.4,NA
"978600","2010-09-25","80",NA,29.98,4.2,NA
"978644","2010-09-26","76",1.01,29.84,5.8,NA
"978698","2010-09-27","72",1.03,29.73,4.6,NA
"978732","2010-09-28","71",0.19,29.73,3.2,NA
"978789","2010-09-29","70",0.78,29.65,8.1,NA
"978825","2010-09-30","71",NA,29.52,NA,NA
"978851","2010-10-01","71",0,29.71,7,NA
"978877","2010-10-02","69",0,29.84,7.2,NA
"978902","2010-10-03","69",0,29.86,6.6,NA
"978927","2010-10-04","67",0,30.02,6.8,NA
"978953","2010-10-05","64",0,30.11,6.8,NA
"978978","2010-10-06","63",0,30.07,5.7,NA
"979003","2010-10-07","66",0,30,2,NA
"979035","2010-10-08","69",0,30,2.6,NA
"979085","2010-10-09","72",NA,30,1.2,NA
"979120","2010-10-10","72",NA,29.96,2.3,NA
"979154","2010-10-11","74",NA,29.93,4,NA
"979179","2010-10-12","76",0,29.92,6.6,NA
"979204","2010-10-13","75",0.01,29.91,4,NA
"979236","2010-10-14","73",0,29.84,5.6,NA
"979261","2010-10-15","65",0,29.9,6.9,NA
"979286","2010-10-16","62",0,30.06,4.3,NA
"979312","2010-10-17","63",0,30.09,3,NA
"979337","2010-10-18","68",NA,30,4.6,NA
"979362","2010-10-19","71",0,29.9,6.3,NA
"979387","2010-10-20","72",0,29.86,5.4,NA
"979412","2010-10-21","70",NA,29.88,6,NA
"979437","2010-10-22","64",0,30.03,4.7,NA
"979462","2010-10-23","64",0,30.21,5.4,NA
"979491","2010-10-24","69",0,30.14,3.5,NA
"979527","2010-10-25","73",1.16,29.96,4.2,NA
"979555","2010-10-26","78",NA,29.91,8.1,NA
"979592","2010-10-27","80",0,30.01,7.1,NA
"979623","2010-10-28","78",0,30.01,6.3,NA
"979648","2010-10-29","64",0,30.06,8.1,NA
"979673","2010-10-30","62",0,30.14,4.1,NA
"979698","2010-10-31","68",NA,30.02,NA,NA
"979723","2010-11-01","65",0,30.11,4,NA
"979754","2010-11-02","63",0,30.18,10.9,NA
"979782","2010-11-03","60",0,29.99,7.3,NA
"979842","2010-11-04","62",0.05,29.61,4.6,NA
"979867","2010-11-05","54",0.01,29.75,8.5,NA
"979892","2010-11-06","49",0,30.12,7.1,NA
"979918","2010-11-07","48",0,30.3,5.3,NA
"979944","2010-11-08","53",0,30.07,4.2,NA
"979969","2010-11-09","60",0,29.95,3.1,NA
"980002","2010-11-10","58",0,30.03,1.8,NA
"980060","2010-11-11","60",NA,30.21,3.3,NA
"980087","2010-11-12","54",NA,30.27,5.4,NA
"980112","2010-11-13","54",0,30.16,2.3,NA
"980137","2010-11-14","53",0,30.05,0.9,NA
"980186","2010-11-15","59",0,29.96,2,NA
"980212","2010-11-16","67",0.01,29.78,8.8,NA
"980237","2010-11-17","56",0,29.97,7,NA
"980273","2010-11-18","55",0,30.13,2.8,NA
"980322","2010-11-19","54",0,30.24,2.5,NA
"980355","2010-11-20","58",0,30.27,1.4,NA
"980450","2010-11-21","62",0.01,30.3,1.3,NA
"980520","2010-11-22","63",NA,30.28,2,NA
"980565","2010-11-23","66",0,30.13,4.2,NA
"980596","2010-11-24","66",0,30.09,5.6,NA
"980621","2010-11-25","68",NA,30.04,4.1,NA
"980665","2010-11-26","69",0.25,29.87,6.8,NA
"980691","2010-11-27","48",0,29.98,5.1,NA
"980716","2010-11-28","48",0,30.2,8,NA
"980750","2010-11-29","60",0,30.23,8.9,NA
"980801","2010-11-30","68",0.16,30.04,NA,NA
"980835","2010-12-01","54",0.03,29.98,12,NA
"980860","2010-12-02","44",0,30.18,3.6,NA
"980885","2010-12-03","46",0,30.11,3,NA
"980910","2010-12-04","52",0,29.98,7.1,NA
"980937","2010-12-05","50",0,29.92,9.7,NA
"980962","2010-12-06","39",0,30.03,8.1,NA
"980987","2010-12-07","36",0,30,7.9,NA
"981012","2010-12-08","34",0,30.13,6.5,NA
"981037","2010-12-09","40",0,30.24,6.2,NA
"981062","2010-12-10","44",NA,30.21,5.8,NA
"981112","2010-12-11","46",0.1,30.07,6.2,NA
"981161","2010-12-12","46",0.1,29.65,12.3,NA
"981186","2010-12-13","34",0,29.7,16,NA
"981211","2010-12-14","32",0,30.02,7.9,NA
"981236","2010-12-15","34",NA,30.08,3.6,NA
"981261","2010-12-16","50",NA,29.93,8.1,NA
"981304","2010-12-17","60",0.01,29.93,5.6,NA
"981352","2010-12-18","46",0.58,29.92,6.8,NA
"981385","2010-12-19","",NA,NA,NA,NA
"981410","2010-12-20","",NA,NA,NA,NA
"981436","2010-12-21","47",0,30.09,3.8,NA
"981465","2010-12-22","63",0,29.91,9,NA
"981493","2010-12-23","44",0,30.08,8.9,NA
"981518","2010-12-24","38",0,30.17,4.2,NA
"981548","2010-12-25","43",0.03,29.97,2.3,NA
"981622","2010-12-26","38",0.35,29.72,10.7,NA
"981647","2010-12-27","36",0,30.02,11.5,NA
"981672","2010-12-28","38",0,30.2,3.7,NA
"981697","2010-12-29","42",0,30.11,3.5,NA
"981722","2010-12-30","44",0,30.16,3.1,NA
"981777","2010-12-31","54",0,30.19,NA,NA
"981824","2011-01-01","61",0.1,30.12,4.5,NA
"981861","2011-01-02","58",0.01,30.03,8.3,NA
"981886","2011-01-03","44",0,30.2,4.5,NA
"981919","2011-01-04","42",0,30.11,2.8,NA
"981958","2011-01-05","44",0.22,29.96,2.5,NA
"981995","2011-01-06","47",0,29.68,6,NA
"982020","2011-01-07","48",0,29.58,11.7,NA
"982045","2011-01-08","48",0,29.62,9,NA
"982070","2011-01-09","34",0,30.15,7.8,NA
"982119","2011-01-10","35",0.36,30.14,11.9,NA
"982161","2011-01-11","36",0,30.13,10,NA
"982187","2011-01-12","36",0,30.22,11.2,NA
"982212","2011-01-13","34",0,30.38,4.8,NA
"982237","2011-01-14","36",0,30.38,1.4,NA
"982262","2011-01-15","40",0,30.23,2.9,NA
"982287","2011-01-16","45",0,30.1,2.4,NA
"982358","2011-01-17","41",0.14,29.97,3.7,NA
"982418","2011-01-18","47",NA,29.85,2.3,NA
"982478","2011-01-19","52",0.26,29.88,4.9,NA
"982550","2011-01-20","49",0,29.97,3.5,NA
"982575","2011-01-21","46",0,29.83,6,NA
"982600","2011-01-22","38",0,29.83,7.7,NA
"982625","2011-01-23","39",0,30.09,3,NA
"982662","2011-01-24","42",0,30.23,3.5,NA
"982715","2011-01-25","50",0.42,30.01,6.3,NA
"982762","2011-01-26","52",0.01,29.77,11.4,NA
"982787","2011-01-27","43",0,29.98,6.1,NA
"982812","2011-01-28","52",0,29.92,8.2,NA
"982837","2011-01-29","50",0,30.03,4.3,NA
"982862","2011-01-30","60",0,30.08,6.9,NA
"982891","2011-01-31","56",0.12,30.15,NA,NA
"982936","2011-02-01","56",0,30.11,5.5,NA
"982975","2011-02-02","64",0.77,29.98,10.3,NA
"983001","2011-02-03","48",0.14,30.25,9,NA
"983048","2011-02-04","42",0.64,30.17,7.9,NA
"983098","2011-02-05","54",0.52,29.87,7.4,NA
"983124","2011-02-06","52",NA,29.97,5.3,NA
"983159","2011-02-07","49",0.5,29.94,4.4,NA
"983192","2011-02-08","45",NA,30.02,9.2,NA
"983217","2011-02-09","44",0,30.15,5.4,NA
"983252","2011-02-10","40",0.16,30.02,6.8,NA
"983277","2011-02-11","44",0,30.1,7.3,NA
"983302","2011-02-12","46",0,30.22,6.7,NA
"983327","2011-02-13","48",0,30.26,6.4,NA
"983352","2011-02-14","56",0,30.11,11.3,NA
"983377","2011-02-15","52",0,30.24,7.3,NA
"983403","2011-02-16","54",0,30.3,4.7,NA
"983450","2011-02-17","60",0,30.22,4.5,NA
"983500","2011-02-18","66",NA,30.16,7.3,NA
"983525","2011-02-19","63",0,30.13,4.9,NA
"983550","2011-02-20","54",0,30.18,5.6,NA
"983575","2011-02-21","64s",0,29.93,10.9,NA
"983607","2011-02-22","68",0,29.89,10.7,NA
"983635","2011-02-23","52",0,30.17,6.5,NA
"983672","2011-02-24","56",NA,30.13,5.4,NA
"983702","2011-02-25","64",0.15,29.91,8.7,NA
"983752","2011-02-26","62",0,30.04,5.3,NA
"983809","2011-02-27","68",NA,30.05,5.4,NA
"983835","2011-02-28","72",0.01,29.96,NA,NA
"983874","2011-03-01","58",0.39,30.04,10.2,NA
"983901","2011-03-02","55",0,30.23,3.4,NA
"983967","2011-03-03","54",0,30.32,9.5,NA
"983995","2011-03-04","58",0,30.37,10.3,NA
"984023","2011-03-05","63",NA,30.19,7.8,NA
"984058","2011-03-06","63",0.09,29.85,11.9,NA
"984083","2011-03-07","50",0,30.06,6,NA
"984111","2011-03-08","54",0,30.25,8.1,NA
"984138","2011-03-09","63",0.43,30.15,12,NA
"984172","2011-03-10","56",0.07,29.92,9.5,NA
"984197","2011-03-11","50",0,30.04,10.6,NA
"984222","2011-03-12","53",0,30.17,6.4,NA
"984247","2011-03-13","64",0,30.16,7.6,NA
"984274","2011-03-14","64",0,30.14,4.9,NA
"984307","2011-03-15","66",NA,30.16,7.7,NA
"984334","2011-03-16","64",0,30.13,6.9,NA
"984367","2011-03-17","60",0,30.24,3.5,NA
"984392","2011-03-18","67",NA,30.18,7.9,NA
"984418","2011-03-19","72",0,30.13,9.4,NA
"984448","2011-03-20","64",0,30.34,9.2,NA
"984490","2011-03-21","65",0,30.28,6.4,NA
"984517","2011-03-22","74",0,30.01,9.3,NA
"984542","2011-03-23","75",0,29.81,13.3,NA
"984567","2011-03-24","72",0,29.7,14.3,NA
"984598","2011-03-25","57",0,29.91,5.8,NA
"984642","2011-03-26","62",0.03,29.85,5.6,NA
"984702","2011-03-27","62",0.84,29.79,8.2,NA
"984744","2011-03-28","47",0.09,29.96,9,NA
"984786","2011-03-29","53",NA,30.11,5.9,NA
"984834","2011-03-30","60",1.9,29.85,5,NA
"984883","2011-03-31","60",0.02,29.66,NA,NA
"984908","2011-04-01","56",0,29.73,9.9,NA
"984938","2011-04-02","58",0,29.89,9,NA
"984964","2011-04-03","58",0,30.08,3.8,NA
"984989","2011-04-04","72",0,29.94,10.8,NA
"985030","2011-04-05","58",0.58,29.77,14,NA
"985055","2011-04-06","54",0,30.14,4.2,NA
"985080","2011-04-07","63",0,30.08,4.8,NA
"985106","2011-04-08","72",NA,30.02,5,NA
"985141","2011-04-09","80",0,30,7.8,NA
"985192","2011-04-10","72",0,30.04,5.7,NA
"985229","2011-04-11","78",0,29.97,6.2,NA
"985263","2011-04-12","66",0.2,29.83,9.2,NA
"985290","2011-04-13","62",0,29.92,3.5,NA
"985324","2011-04-14","66",0.01,30.01,4.2,NA
"985350","2011-04-15","68",0,30.04,11.1,NA
"985380","2011-04-16","74",NA,29.81,12.3,NA
"985406","2011-04-17","63",0,29.96,5.4,NA
"985436","2011-04-18","64",0,30.05,3.7,NA
"985474","2011-04-19","70",NA,30.06,5.2,NA
"985502","2011-04-20","78",0,30.06,5.9,NA
"985539","2011-04-21","78",0.27,30.08,5.6,NA
"985590","2011-04-22","71",0.15,30.11,5.8,NA
"985650","2011-04-23","74",NA,30.12,4.6,NA
"985685","2011-04-24","76",NA,30.12,4.4,NA
"985741","2011-04-25","74",0,30.04,4.9,NA
"985785","2011-04-26","78",0.07,29.93,7,NA
"985822","2011-04-27","80",0,29.88,10.7,NA
"985866","2011-04-28","74",0.19,29.89,9.9,NA
"985891","2011-04-29","69",0,29.95,7.1,NA
"985916","2011-04-30","70",0,30.04,NA,NA
"985941","2011-05-01","68",0,30.14,5.3,NA
"985971","2011-05-02","72",NA,30.17,4.4,NA
"986001","2011-05-03","73",0,30.1,6.6,NA
"986032","2011-05-04","68",0,30.08,9.9,NA
"986057","2011-05-05","61",0,30.19,7.2,NA
"986103","2011-05-06","65",0.11,29.99,3.5,NA
"986140","2011-05-07","70",NA,29.95,3.5,NA
"986166","2011-05-08","74",0,29.88,6.3,NA
"986191","2011-05-09","74",0,29.89,5.6,NA
"986216","2011-05-10","78",0,29.89,5.4,NA
"986241","2011-05-11","78",0,29.91,7.1,NA
"986268","2011-05-12","74",0,29.97,4.3,NA
"986293","2011-05-13","80",0,29.82,4.9,NA
"986320","2011-05-14","76",NA,29.7,7.3,NA
"986350","2011-05-15","74",0,29.62,9.2,NA
"986375","2011-05-16","64",NA,29.64,8.4,NA
"986401","2011-05-17","68",0,29.62,9.1,NA
"986426","2011-05-18","66",0,29.78,6,NA
"986451","2011-05-19","70",0,29.99,4.7,NA
"986489","2011-05-20","74",0,30,3.1,NA
"986526","2011-05-21","78",0,29.96,3.3,NA
"986555","2011-05-22","82",NA,29.98,3.8,NA
"986580","2011-05-23","86",0,29.97,6.7,NA
"986605","2011-05-24","85",0,29.94,5.4,NA
"986630","2011-05-25","84",0,29.93,6.8,NA
"986663","2011-05-26","80",0,29.93,8.8,NA
"986707","2011-05-27","81",0.31,29.9,7.8,NA
"986742","2011-05-28","80",0.01,29.91,5.8,NA
"986791","2011-05-29","80",0,30.06,3.2,NA
"986823","2011-05-30","80",0,30.14,2.9,NA
"986848","2011-05-31","82",0,30.13,NA,NA
"986873","2011-06-01","82",0,30.06,6.7,NA
"986906","2011-06-02","81",NA,30.03,4.2,NA
"986934","2011-06-03","84",NA,30.01,4.1,NA
"986971","2011-06-04","82",0,30.06,4.9,NA
"986996","2011-06-05","85",0,29.96,5.8,NA
"987029","2011-06-06","80",0.01,29.9,6.8,NA
"987056","2011-06-07","80",0,29.99,3.9,NA
"987081","2011-06-08","80",0,30.02,4.7,NA
"987106","2011-06-09","79",NA,30,3.8,NA
"987131","2011-06-10","78",0,29.95,3.4,NA
"987163","2011-06-11","77",NA,29.92,3,NA
"987192","2011-06-12","81",0,29.89,4.5,NA
"987218","2011-06-13","88",0,29.84,5,NA
"987259","2011-06-14","83",0,29.81,4.8,NA
"987295","2011-06-15","79",0.44,29.85,4.8,NA
"987335","2011-06-16","80",0.5,29.89,6.7,NA
"987395","2011-06-18","82",0.12,29.95,7.7,NA
"987422","2011-06-19","86",0,29.91,7.8,NA
"987449","2011-06-20","89",0,29.87,8.8,NA
"987474","2011-06-21","90",0,29.91,5.6,NA
"987505","2011-06-22","88",0,29.94,5.4,NA
"987576","2011-06-24","84s",NA,NA,NA,NA
"987602","2011-06-25","82",NA,29.89,3.7,NA
"987632","2011-06-26","84",0,29.93,4.6,NA
"987661","2011-06-27","84",0,29.98,5.6,NA
"987694","2011-06-28","84",0.05,29.98,6.5,NA
"987727","2011-06-29","82",NA,29.94,6.3,NA
"987791","2011-06-30","81",0.62,29.94,NA,NA
"987843","2011-07-01","82",0.01,29.96,2.3,NA
"987884","2011-07-02","81",NA,30.02,3.5,NA
"987911","2011-07-03","81",0,30,4.9,NA
"987936","2011-07-04","81",0,29.96,5.4,NA
"987963","2011-07-05","83",0,29.94,4,NA
"987993","2011-07-06","84",0.04,29.95,4.9,NA
"988030","2011-07-07","82",NA,29.92,2.1,NA
"988061","2011-07-08","84",0.02,29.84,6.9,NA
"988106","2011-07-09","84",1.12,29.88,6.5,NA
"988144","2011-07-10","83",0.26,29.96,1.8,NA
"988206","2011-07-11","84",0,29.98,2.8,NA
"988231","2011-07-12","86",NA,29.91,4.4,NA
"988256","2011-07-13","90",0,29.83,5.2,NA
"988303","2011-07-14","81",1.69,29.82,4.4,NA
"988361","2011-07-15","78",3.76,29.91,9.2,NA
"988388","2011-07-16","80",0,30.01,9.6,NA
"988413","2011-07-17","79",0,30.1,6.9,NA
"988438","2011-07-18","79",0,30.05,4.1,NA
"988463","2011-07-19","82",0,29.91,4.1,NA
"988488","2011-07-20","85",0,29.85,5.4,NA
"988513","2011-07-21","88",0,29.88,6.1,NA
"988538","2011-07-22","88",0,29.97,6.3,NA
"988563","2011-07-23","",0,30.05,6.3,NA
"988588","2011-07-24","86",0,30.03,6.4,NA
"988613","2011-07-25","88",0,29.9,8.3,NA
"988651","2011-07-26","79",0.72,29.82,6.8,NA
"988687","2011-07-27","80",0.05,29.93,4.9,NA
"988714","2011-07-28","82",NA,30.04,4.3,NA
"988739","2011-07-29","86",0,30.02,7.2,NA
"988764","2011-07-30","88",0,29.95,4.1,NA
"988798","2011-07-31","87",0.15,29.95,NA,NA
"988841","2011-08-01","84",0,29.93,4,NA
"988879","2011-08-02","84",0,29.86,2.9,NA
"988909","2011-08-03","88",NA,29.8,6.9,NA
"988937","2011-08-04","90",0,29.8,6.5,NA
"988987","2011-08-05","86",1.11,29.89,5.3,NA
"989029","2011-08-06","84",0.8,29.93,3.6,NA
"989054","2011-08-07","86",0,29.84,6.4,NA
"989088","2011-08-08","88",0.04,29.76,8.2,NA
"989123","2011-08-09","84",0.1,29.75,7.9,NA
"989155","2011-08-10","84",0.15,29.73,3.7,NA
"989186","2011-08-11","86",NA,29.79,3,NA
"989221","2011-08-12","86",0.01,29.87,6.2,NA
"989252","2011-08-13","84",0.06,29.93,3.1,NA
"989294","2011-08-14","81",1.15,29.81,4.9,NA
"989319","2011-08-15","82",NA,29.75,5,NA
"989344","2011-08-16","82",0,29.9,4.9,NA
"989371","2011-08-17","81",0,30.02,5.6,NA
"989403","2011-08-18","81",0.24,29.97,3.5,NA
"989438","2011-08-19","82",NA,29.9,3.3,NA
"989465","2011-08-20","82",NA,29.94,2.1,NA
"989492","2011-08-21","84",0,29.97,5.6,NA
"989529","2011-08-22","84",NA,29.9,5.3,NA
"989554","2011-08-23","82",NA,29.9,5,NA
"989581","2011-08-24","82",0,29.95,4.4,NA
"989607","2011-08-25","82",0.02,29.9,6.7,NA
"989643","2011-08-26","81",0.54,29.71,13.5,NA
"989670","2011-08-27","86",0,29.57,8.3,NA
"989695","2011-08-28","80",0,29.62,3.8,NA
"989749","2011-08-29","84",NA,29.75,3.9,NA
"989781","2011-08-30","82",NA,29.92,7,NA
"989808","2011-08-31","80",0,30.06,NA,NA
"989835","2011-09-01","80",NA,30.08,2.7,NA
"989863","2011-09-02","80",0,30,2.3,NA
"989888","2011-09-03","80",0,29.94,2.5,NA
"989932","2011-09-04","78",0.04,29.89,3.7,NA
"989962","2011-09-05","82",0.14,29.79,6.9,NA
"989997","2011-09-06","79",0.05,29.73,9.4,NA
"990022","2011-09-07","72",0,29.88,3.3,NA
"990047","2011-09-08","72",0,29.87,4.3,NA
"990072","2011-09-09","73",0,29.88,6,NA
"990097","2011-09-10","76",0,29.94,3.2,NA
"990125","2011-09-11","79",0.02,30,3.2,NA
"990152","2011-09-12","78",0.04,30,2.5,NA
"990179","2011-09-13","80",0,29.95,2.3,NA
"990217","2011-09-14","80",0,29.93,2.4,NA
"990242","2011-09-15","81",0.03,29.89,4.5,NA
"990271","2011-09-16","72",0,30.06,11.2,NA
"990302","2011-09-17","66",0,30.15,9.6,NA
"990335","2011-09-18","70s",0,30.18,9.4,NA
"990365","2011-09-19","72",NA,30.09,7.5,NA
"990398","2011-09-20","76",NA,30.01,3.8,NA
"990440","2011-09-21","78",0.59,30.02,2.5,NA
"990492","2011-09-22","76",0.04,30.05,4.5,NA
"990554","2011-09-23","80",1.96,29.94,3.5,NA
"990628","2011-09-24","82",0.05,29.9,3.7,NA
"990691","2011-09-25","",0,29.93,NA,NA
"990721","2011-09-26","",0.02,29.91,NA,NA
"990756","2011-09-27","80",0,29.88,3.7,NA
"990789","2011-09-28","78",0.42,29.84,2.5,NA
"990814","2011-09-29","78",0,29.81,2.6,NA
"990839","2011-09-30","76",0,29.75,NA,NA
"990864","2011-10-01","63",0,29.86,8.1,NA
"990889","2011-10-02","60",0,30,3.6,NA
"990914","2011-10-03","62",0,30.07,3.1,NA
"990941","2011-10-04","64",0,30.15,2.1,NA
"990970","2011-10-05","68",NA,30.16,2.8,NA
"991004","2011-10-06","70",NA,30.18,6.9,NA
"991029","2011-10-07","70",0,30.24,8.9,NA
"991058","2011-10-08","72",0,30.26,10.3,NA
"991098","2011-10-09","72",0.34,30.13,11.8,NA
"991171","2011-10-10","70",0.79,29.92,12.9,NA
"991211","2011-10-11","70",0.15,29.81,7.9,NA
"991287","2011-10-12","73",NA,29.77,2.6,NA
"991338","2011-10-13","72",0.48,29.69,6.2,NA
"991363","2011-10-14","69",NA,29.77,9.2,NA
"991388","2011-10-15","69",0,29.98,7,NA
"991413","2011-10-16","65",0,30.07,1.8,NA
"991442","2011-10-17","68",NA,29.96,2.2,NA
"991517","2011-10-18","70",0.27,29.75,2.2,NA
"991562","2011-10-19","66",0.19,29.47,11.3,NA
"991587","2011-10-20","55",0,29.86,8.7,NA
"991612","2011-10-21","55",0,30.05,4.7,NA
"991637","2011-10-22","56",0,30.05,1.8,NA
"991664","2011-10-23","60",0,30.04,1.9,NA
"991691","2011-10-24","62",NA,30.05,4.4,NA
"991718","2011-10-25","62",NA,30.15,3.3,NA
"991766","2011-10-26","64",0,30.06,2.6,NA
"991791","2011-10-27","70",0,29.9,3.5,NA
"991817","2011-10-28","66",NA,29.9,5,NA
"991846","2011-10-29","56",0.01,29.9,10.5,NA
"991871","2011-10-30","50",0,30.21,7.4,NA
"991903","2011-10-31","58",0,30.14,NA,NA
"991928","2011-11-01","55",0,30.21,7.3,NA
"991953","2011-11-02","56",0,30.28,6.2,NA
"991978","2011-11-03","58",0,30.07,4.7,NA
"992019","2011-11-04","58",0.07,29.81,12.3,NA
"992046","2011-11-05","55",0,30.13,11.9,NA
"992075","2011-11-06","60",0,30.28,10.5,NA
"992100","2011-11-07","62",0,30.25,6.2,NA
"992125","2011-11-08","64",NA,30.16,5.5,NA
"992172","2011-11-09","62",0.01,30.04,3.1,NA
"992203","2011-11-10","61",0.02,29.87,5.6,NA
"992228","2011-11-11","48",0,30.09,6.2,NA
"992258","2011-11-12","48",0,30.26,1.2,NA
"992286","2011-11-13","60",0,30.21,2.9,NA
"992328","2011-11-14","63",NA,30.11,4.2,NA
"992392","2011-11-15","68",0.01,30.01,2.8,NA
"992433","2011-11-16","74",0.4,29.91,8.2,NA
"992479","2011-11-17","64",0.1,29.93,12.1,NA
"992504","2011-11-18","49",0,30.36,9.4,NA
"992543","2011-11-19","57",0,30.31,5.9,NA
"992603","2011-11-20","65",0,30.27,1.9,NA
"992650","2011-11-21","68",NA,30.21,2.6,NA
"992702","2011-11-22","67",NA,30.11,5,NA
