,DATE,DAILYAverageDryBulbTemp,DAILYPrecip,DAILYAverageStationPressure,DAILYAverageWindSpeed,DAILYAverageDewPointTemp
262268,4-Jul-10,70,0,30.12,4.6,62
262293,5-Jul-10,76,0,30.08,6.2,69
262318,6-Jul-10,80,0,30.05,7.3,72
262343,7-Jul-10,85,0,29.97,3.8,73
262378,8-Jul-10,80,0,29.91,7.4,74
262434,9-Jul-10,76,1.18,29.83,6.5,74
262470,10-Jul-10,79,0.27,29.84,8,76
262501,11-Jul-10,80,0,29.88,5.5,73
262533,12-Jul-10,79,0.47,29.91,5.8,76
262574,13-Jul-10,80,1.46,29.94,13.2,78
262627,14-Jul-10,76,1.01,29.99,12.2,76
262666,15-Jul-10,78,T,30.03,7.7,77
262701,16-Jul-10,80,0,30.06,13.2,78
262737,17-Jul-10,76,1,30.05,15.2,77
262767,18-Jul-10,78,0,30.04,13.9,76
262797,19-Jul-10,80,0,30.03,16.2,77
262832,20-Jul-10,78,0.28,30.05,14.7,79
262859,21-Jul-10,78,0,30.07,15.3,78
262886,22-Jul-10,80,0.03,30.03,6.9,77
262922,23-Jul-10,80,0,30.06,9.5,79
262949,24-Jul-10,78,0.03,30.04,15.1,79
262974,25-Jul-10,80,0,29.97,16,78
263005,26-Jul-10,78,T,30,7.7,73
263030,27-Jul-10,78,0,30.09,5.8,68
263055,28-Jul-10,82,0,30.08,7.4,71
263082,29-Jul-10,83,0,29.96,8.2,77
263121,30-Jul-10,79,0.17,29.85,9.1,73
263146,31-Jul-10,78,0.01,29.9,5.8,65
263178,1-Aug-10,76,0.24,29.92,7.3,71
263209,2-Aug-10,78,T,30.03,7.8,71
263234,3-Aug-10,82,0,30.08,7.1,72
263261,4-Aug-10,79,0,29.99,6.9,76
263296,5-Aug-10,78,1.18,29.89,12.5,77
263337,6-Aug-10,81,0.02,29.84,9.3,78
263376,7-Aug-10,81,0,29.87,5.8,76
263411,8-Aug-10,82,0,29.96,6.4,76
263447,9-Aug-10,82,0.04,30,6.2,76
263476,10-Aug-10,82,0,29.98,8.6,78
263511,11-Aug-10,80,0.79,29.89,10.9,79
263555,12-Aug-10,78,1.03,29.78,6.8,77
263591,13-Aug-10,80,0,29.83,7.8,75
263616,14-Aug-10,79,0,30,7.1,71
263641,15-Aug-10,80,0,30.01,5,72
263668,16-Aug-10,80,0,30,4.1,75
263695,17-Aug-10,82,0,30.05,6.1,76
263726,18-Aug-10,82,0.14,30.03,6.8,77
263772,19-Aug-10,80,0.56,29.92,6.7,77
263802,20-Aug-10,80,0.07,29.91,6.7,75
263827,21-Aug-10,81,0,29.97,8.1,74
263859,22-Aug-10,82,0.18,29.88,8.9,79
263897,23-Aug-10,79,0.14,29.83,5.2,76
263952,24-Aug-10,74,5.27,29.82,7.7,71
263981,25-Aug-10,77,0,29.91,5.2,69
264014,26-Aug-10,79,0,30,3.5,72
264039,27-Aug-10,76,0,30.06,4.8,71
264064,28-Aug-10,77,0,30.15,6.8,66
264089,29-Aug-10,74,0,30.21,5.2,66
264114,30-Aug-10,76,0,30.22,2.9,71
264139,31-Aug-10,78,0,30.15,4,72
264167,1-Sep-10,78,0,30.08,5.4,70
264221,2-Sep-10,78,,29.91,12,75
264280,3-Sep-10,76,2.35,29.55,19.6,74
264306,4-Sep-10,78,0,29.81,6.6,68
264331,5-Sep-10,73,0,29.98,3.9,62
264356,6-Sep-10,78,0,30.13,7.4,63
264381,7-Sep-10,77,0,30.19,5.8,65
264406,8-Sep-10,80,0,30,10.9,75
264433,9-Sep-10,76,0,29.88,6.9,65
264458,10-Sep-10,71,0,29.89,6.8,60
264483,11-Sep-10,70,T,29.98,4.1,58
264537,12-Sep-10,74,0.45,29.91,12.4,70
264574,13-Sep-10,69,T,29.96,6.3,64
264599,14-Sep-10,74,0,29.99,8.1,67
264624,15-Sep-10,76,0,30.08,6.7,61
264649,16-Sep-10,78,0,30.08,10.5,72
264676,17-Sep-10,80,T,30,8.1,73
264704,18-Sep-10,73,0,30.08,8.3,68
264729,19-Sep-10,72,0,30.05,9.9,62
264755,20-Sep-10,74,0,29.96,6.7,65
264780,21-Sep-10,70,0,30.16,5.8,58
264807,22-Sep-10,74,0,30.18,7,67
264834,23-Sep-10,80,0,30.18,7.1,73
264859,24-Sep-10,79,0,30.17,6.4,73
264888,25-Sep-10,81,0,30,10,73
264924,26-Sep-10,80,1.18,29.92,9,74
264993,27-Sep-10,78,2.31,29.89,14.1,74
265053,28-Sep-10,75,2.36,29.77,13.6,74
265096,29-Sep-10,76,0.48,29.83,17.1,74
265170,30-Sep-10,80,0.53,29.61,29.8,76
265226,1-Oct-10,71,0.05,29.65,8.5,67
265255,2-Oct-10,70,0.19,29.87,11.2,59
265295,3-Oct-10,71,0.89,29.8,8,68
265332,4-Oct-10,62,0,29.97,8,58
265359,5-Oct-10,61,0,30.1,4.1,49
265384,6-Oct-10,60,0,29.99,8.4,47
265409,7-Oct-10,67,0,29.91,6.7,55
265434,8-Oct-10,64,0,30.01,4.8,56
265459,9-Oct-10,67,0,29.99,5.4,60
265493,10-Oct-10,68,T,29.96,5.6,62
265518,11-Oct-10,74,0,29.91,11.3,66
265543,12-Oct-10,76,0,29.86,11.4,68
265571,13-Oct-10,73,0,29.89,7.6,66
265604,14-Oct-10,71,0.11,29.81,7.7,62
265629,15-Oct-10,64,0,29.8,10.2,45
265654,16-Oct-10,62,0,29.97,11.7,43
265679,17-Oct-10,65,0,30.04,7.3,51
265704,18-Oct-10,69,0,29.97,9.2,58
265729,19-Oct-10,72,0,29.89,9.9,63
265761,20-Oct-10,68,0,29.83,5.4,63
265794,21-Oct-10,67,0,29.82,10.4,60
265819,22-Oct-10,61,0,30.03,5.3,47
265844,23-Oct-10,58,0,30.27,2.4,47
265869,24-Oct-10,66,0,30.22,6.4,59
265897,25-Oct-10,74,0.26,30.07,12.5,67
265932,26-Oct-10,76,0,29.98,12.6,72
265964,27-Oct-10,78,0,30.06,13.7,73
266014,28-Oct-10,74,0.06,30,11.8,73
266039,29-Oct-10,64,0,30,8.7,47
266064,30-Oct-10,59,0,30.15,7.9,45
266089,31-Oct-10,64,0,29.97,9.2,54
266114,1-Nov-10,59,0,30.18,10,49
266139,2-Nov-10,58,0,30.29,10.4,46
266179,3-Nov-10,64,0.23,30.05,8.5,60
266251,4-Nov-10,63,1.07,29.58,8.8,63
266282,5-Nov-10,54,0.02,29.65,6.6,46
266313,6-Nov-10,56,0.15,30.01,7.1,43
266338,7-Nov-10,52,0,30.2,9.3,37
266363,8-Nov-10,53,0,29.95,8.9,37
266388,9-Nov-10,52,0,29.88,5.1,43
266419,10-Nov-10,52,0,30.01,7,48
266452,11-Nov-10,56,0,30.2,10,48
266477,12-Nov-10,56,0,30.25,10.3,47
266511,13-Nov-10,58,0,30.12,6.9,50
266538,14-Nov-10,52,0,30.05,3,48
266592,15-Nov-10,52,0,30.02,3.4,49
266637,16-Nov-10,63,0.83,29.91,8.7,60
266662,17-Nov-10,62,0.04,29.88,10.2,53
266687,18-Nov-10,58,0,30.11,6.1,44
266712,19-Nov-10,49,0,30.25,5.7,40
266737,20-Nov-10,53,0,30.3,8.1,48
266762,21-Nov-10,58,0,30.35,2.9,50
266789,22-Nov-10,58,0,30.33,4.1,52
266814,23-Nov-10,66,0,30.11,8.5,61
266839,24-Nov-10,56,0,30.13,8.2,44
266864,25-Nov-10,58,T,30.13,7.5,53
266891,26-Nov-10,66,T,29.83,10.7,60
266920,27-Nov-10,54,T,29.89,8.4,33
266945,28-Nov-10,50,0,30.28,6.6,35
266970,29-Nov-10,58,0,30.39,5.9,49
266995,30-Nov-10,68,0.01,30.23,13.5,58
267041,1-Dec-10,58,0.23,29.89,18,53
267066,2-Dec-10,45,0,30.13,5.6,30
267091,3-Dec-10,46,0,30.06,7.4,29
267128,4-Dec-10,42,0.32,29.98,4.9,30
267160,5-Dec-10,40,0.07,29.81,12.1,29
267185,6-Dec-10,38,0,29.87,13.2,20
267210,7-Dec-10,34,0,29.85,12.2,16
267235,8-Dec-10,34,0,30.08,5.9,17
267260,9-Dec-10,38,0,30.27,5.9,24
267285,10-Dec-10,47,0,30.27,6.4,41
267346,11-Dec-10,52,0.35,30.12,7.8,48
267421,12-Dec-10,56,0.86,29.62,10.7,53
267449,13-Dec-10,40,0,29.43,15.7,25
267474,14-Dec-10,30,0,29.78,16.1,9
267499,15-Dec-10,31,0,30,10.4,11
267528,16-Dec-10,42,0.11,29.91,7.4,30
267556,17-Dec-10,41,0,29.97,5.1,34
267589,18-Dec-10,42,0.63,30.04,6.9,39
267632,19-Dec-10,40,0.13,29.86,9.4,34
267657,20-Dec-10,36,0,29.99,11.8,24
267682,21-Dec-10,38,0,30.03,9.5,25
267709,22-Dec-10,40,0,NA,NA,NA
267734,23-Dec-10,40,0,29.95,10,25
267761,24-Dec-10,34,0,30.12,5.1,25
267786,25-Dec-10,37,0.06,30.03,2.7,28
267843,26-Dec-10,39,0.71,29.57,14.1,34
267869,27-Dec-10,35,T,29.7,16.6,22
267894,28-Dec-10,38,0,30.07,10.4,24
267919,29-Dec-10,37,0,30.08,3.6,28
267944,30-Dec-10,40,0,30.2,5,35
267969,31-Dec-10,46,0,30.25,NA,NA
267994,1-Jan-11,48,0,30.21,4.2,NA
268079,2-Jan-11,52,T,30.01,8.3,NA
268104,3-Jan-11,36,0,30.2,7.2,NA
268129,4-Jan-11,37,0,30.12,2.5,NA
268154,5-Jan-11,42,0,29.93,3.6,NA
268183,6-Jan-11,40,T,29.67,4,NA
268208,7-Jan-11,38,T,29.51,5.1,NA
268242,8-Jan-11,38,0.01,29.49,11.3,NA
268267,9-Jan-11,34,0,30.08,11.2,NA
268292,10-Jan-11,36,0.04,30.3,5.5,NA
268335,11-Jan-11,44,0.05,30.06,10,NA
268365,12-Jan-11,38,0,30,15,NA
268390,13-Jan-11,35,0,30.26,7.5,NA
268415,14-Jan-11,33,0,30.38,3.7,NA
268440,15-Jan-11,34,0,30.24,3.7,NA
268465,16-Jan-11,45,0,30.1,6.1,NA
268498,17-Jan-11,50,0.48,30.08,10.8,NA
268585,18-Jan-11,52,0.85,29.79,9.1,NA
268646,19-Jan-11,48,0.1,29.83,6.8,NA
268671,20-Jan-11,48,0,30.02,5.8,NA
268699,21-Jan-11,46,0.01,29.75,7.3,NA
268747,22-Jan-11,34,0.78,29.85,13.9,NA
268772,23-Jan-11,33,0,30.08,7.2,NA
268797,24-Jan-11,40,0,30.35,6.7,NA
268857,25-Jan-11,50,0.54,30.16,7.2,NA
268939,26-Jan-11,52,1.47,29.66,14.3,NA
268967,27-Jan-11,40,0,29.91,5.5,NA
268996,28-Jan-11,41,0,29.86,4.6,NA
269021,29-Jan-11,44,0,30.01,5,NA
269046,30-Jan-11,49,0,30.08,5.4,NA
269085,31-Jan-11,50,0.38,30.22,NA,NA
269138,1-Feb-11,50,0.11,30.2,4.7,NA
269189,2-Feb-11,58,0.05,29.97,16.1,NA
269214,3-Feb-11,47,T,30.3,8.9,NA
269259,4-Feb-11,44,1.33,30.28,8.1,NA
269336,5-Feb-11,53,0.47,29.84,10.5,NA
269361,6-Feb-11,47,0.01,29.96,5.6,NA
269394,7-Feb-11,46,0.95,29.96,3.4,NA
269430,8-Feb-11,48,0.11,29.88,9.9,NA
269461,9-Feb-11,40,0.21,30.23,8.5,NA
269508,10-Feb-11,38,0.3,30.02,10.1,NA
269550,11-Feb-11,38,0.64,30.13,8.4,NA
269584,12-Feb-11,46,0,30.09,8.1,NA
269609,13-Feb-11,46,0,30.21,7.2,NA
269634,14-Feb-11,55,0,29.94,16.6,NA
269659,15-Feb-11,46,0,30.26,8.1,NA
269684,16-Feb-11,48,0,30.4,4.8,NA
269711,17-Feb-11,54,0,30.27,4.9,NA
269750,18-Feb-11,60,0,30.07,13.1,NA
269775,19-Feb-11,60,0,30,10.4,NA
269800,20-Feb-11,46,0,30.19,7.3,NA
269825,21-Feb-11,58,0,29.86,17.3,NA
269861,22-Feb-11,50,0,29.89,11.3,NA
269886,23-Feb-11,45,0,30.25,8.9,NA
269914,24-Feb-11,52,T,30.22,5.4,NA
269945,25-Feb-11,56,0.03,29.83,16.8,NA
269980,26-Feb-11,50,T,30.13,7.3,NA
270033,27-Feb-11,58,0,30.03,7.7,NA
270076,28-Feb-11,62,0.2,29.96,NA,NA
270117,1-Mar-11,52,0.22,30.08,13.3,NA
270142,2-Mar-11,54,0,30.24,5.7,NA
270168,3-Mar-11,46,0,30.44,13.8,NA
270193,4-Mar-11,50,0,30.53,11.1,NA
270218,5-Mar-11,60,0,30.35,9.5,NA
270271,6-Mar-11,59,1.44,29.95,15.2,NA
270302,7-Mar-11,50,0,30.02,9.4,NA
270327,8-Mar-11,52,0,30.37,9.6,NA
270352,9-Mar-11,58,T,30.33,11.3,NA
270411,10-Mar-11,60,0.59,29.98,19.4,NA
270440,11-Mar-11,54,0.01,29.9,10.4,NA
270465,12-Mar-11,54,0,30.09,NA,NA
270490,13-Mar-11,61,0,30.1,9.6,NA
270521,14-Mar-11,54,0,30.23,NA,NA
270558,15-Mar-11,57,0.38,30.3,11.5,NA
270597,16-Mar-11,59,0.22,30.12,8,NA
270623,17-Mar-11,53,0,30.23,4.2,NA
270648,18-Mar-11,56,0,30.12,11,NA
270673,19-Mar-11,,0,30.15,9,NA
270698,20-Mar-11,54,0,30.48,8.1,NA
270723,21-Mar-11,60,0,30.24,12.6,NA
270757,22-Mar-11,66,0,29.93,7.4,NA
270785,23-Mar-11,65,0,29.69,10.9,NA
270825,24-Mar-11,59,0.06,29.64,11.1,NA
270858,25-Mar-11,50,0,29.98,7.8,NA
270890,26-Mar-11,50,0.21,29.96,10,NA
270931,27-Mar-11,45,0.52,29.87,13,NA
270958,28-Mar-11,45,0.06,30.03,7.5,NA
270983,29-Mar-11,48,0,30.16,5.8,NA
271032,30-Mar-11,54,1.17,29.97,11.2,NA
271077,31-Mar-11,54,0.56,29.65,NA,NA
271108,1-Apr-11,53,0,29.58,9.4,NA
271133,2-Apr-11,57,0,29.77,10.4,NA
271158,3-Apr-11,58,0,30.07,8.6,NA
271183,4-Apr-11,66,0,29.98,14.7,NA
271231,5-Apr-11,60,0.16,29.69,15.5,NA
271256,6-Apr-11,56,0,30.12,8.9,NA
271281,7-Apr-11,63,0,30.09,11,NA
271311,8-Apr-11,65,0.42,30.02,7.7,NA
271350,9-Apr-11,59,0.06,30.06,9,NA
271397,10-Apr-11,66,0.15,30.1,7,NA
271441,11-Apr-11,72,0,29.98,12.2,NA
271473,12-Apr-11,72,T,29.82,13.3,NA
271498,13-Apr-11,66,0,29.87,8.8,NA
271523,14-Apr-11,62,0,30.06,6.5,NA
271548,15-Apr-11,64,0,30.19,8.6,NA
271581,16-Apr-11,72,0.02,29.95,20,NA
271606,17-Apr-11,65,0,29.89,11,NA
271631,18-Apr-11,64,0,30.08,6.1,NA
271656,19-Apr-11,70,0,30.11,8.6,NA
271687,20-Apr-11,74,0,30.06,12.7,NA
271712,21-Apr-11,67,T,30.12,9.1,NA
271737,22-Apr-11,66,T,30.27,11.7,NA
271766,23-Apr-11,74,T,30.19,10.5,NA
271794,24-Apr-11,74,0,30.16,10.2,NA
271825,25-Apr-11,76,T,30.13,6.9,NA
271873,26-Apr-11,74,0.78,30.07,10.1,NA
271914,27-Apr-11,74,0.03,30.02,13.5,NA
271959,28-Apr-11,76,0.21,29.93,17.6,NA
271984,29-Apr-11,72,0.02,29.87,9.4,NA
272009,30-Apr-11,65,0,30.08,NA,NA
272034,1-May-11,63,0,30.24,6.5,NA
272059,2-May-11,68,0,30.25,4.4,NA
272084,3-May-11,72,0,30.16,7.6,NA
272119,4-May-11,68,0.01,30.04,9.7,NA
272144,5-May-11,62,0,30.17,7.8,NA
272169,6-May-11,68,0.04,30.07,9.4,NA
272196,7-May-11,68,0,29.93,5.6,NA
272236,8-May-11,65,0.08,29.9,4.4,NA
272275,9-May-11,66,0,29.93,3.5,NA
272302,10-May-11,64,0,29.95,6.2,NA
272331,11-May-11,61,0,30,8,NA
272356,12-May-11,62,0,30.03,5.7,NA
272386,13-May-11,63,T,29.91,6.6,NA
272420,14-May-11,72,T,29.75,7.4,NA
272448,15-May-11,70,0.13,29.64,8.2,NA
272479,16-May-11,72,0.08,29.63,6.4,NA
272504,17-May-11,69,T,29.67,5.7,NA
272532,18-May-11,71,0.08,29.8,6.9,NA
272557,19-May-11,72,0,30.01,9.2,NA
272582,20-May-11,76,0,30.02,8.2,NA
272611,21-May-11,72,0,29.98,3.9,NA
272636,22-May-11,73,0,30.06,5.3,NA
272673,23-May-11,80,0,30.06,12.1,NA
272705,24-May-11,80,0,29.94,13.4,NA
272735,25-May-11,79,0.11,29.95,8.4,NA
272772,26-May-11,81,0,29.98,11.1,NA
272801,27-May-11,80,0,30.02,7.2,NA
272826,28-May-11,82,0,30.03,7.6,NA
272851,29-May-11,80,0,30.13,6.6,NA
272878,30-May-11,82,0,30.16,8.2,NA
272905,31-May-11,84,0,30.12,NA,NA
272938,1-Jun-11,82,0,30.12,5.6,NA
272970,2-Jun-11,86,0,30.02,8.2,NA
272995,3-Jun-11,75,0,30.05,7.8,NA
273020,4-Jun-11,72,0,30.1,5.8,NA
273075,5-Jun-11,78,T,29.96,5.9,NA
273100,6-Jun-11,75,0,29.97,5.4,NA
273125,7-Jun-11,76,0,30.03,5.7,NA
273150,8-Jun-11,83,0,30.02,11.1,NA
273175,9-Jun-11,83,0,29.99,13.3,NA
273201,10-Jun-11,82,0,29.99,11.2,NA
273226,11-Jun-11,81,0,29.97,7.8,NA
273251,12-Jun-11,80,0,29.9,9.3,NA
273282,13-Jun-11,80,0,29.85,7.1,NA
273309,14-Jun-11,75,T,29.87,4.5,NA
273339,15-Jun-11,72,0,29.9,6.4,NA
273364,16-Jun-11,72,0,29.97,7.9,NA
273394,17-Jun-11,77,0.39,29.96,10.1,NA
273419,18-Jun-11,84,0,29.93,12.4,NA
273444,19-Jun-11,82,0,29.83,10.2,NA
273484,20-Jun-11,82,0.19,29.83,9.1,NA
273509,21-Jun-11,80,0,29.97,6.5,NA
273553,22-Jun-11,84,T,29.96,7.3,NA
273593,23-Jun-11,82,0.12,29.9,12.5,NA
273618,24-Jun-11,84,T,29.83,13.4,NA
273648,25-Jun-11,84,0,29.86,12,NA
273680,26-Jun-11,83,0,29.95,5.6,NA
273707,27-Jun-11,86,0.03,30.01,9,NA
273732,28-Jun-11,86,0,29.98,12,NA
273792,29-Jun-11,80,0.83,29.94,7.1,NA
273822,30-Jun-11,82,0,29.97,NA,NA
273847,1-Jul-11,82,0,30,4.6,NA
273875,2-Jul-11,80,0,30.06,5.8,NA
273913,3-Jul-11,84,0,29.99,12.7,NA
273938,4-Jul-11,84,0,29.96,14,NA
273967,5-Jul-11,85,0,29.97,9.2,NA
273992,6-Jul-11,84,0,30.01,8.4,NA
274026,7-Jul-11,84,0,29.99,10,NA
274088,8-Jul-11,80,1.55,29.91,14.4,NA
274131,9-Jul-11,81,0.18,29.88,8.1,NA
274164,10-Jul-11,82,0,30.02,4.8,NA
274193,11-Jul-11,78,0,30.03,5.6,NA
274218,12-Jul-11,86,0,29.88,11.9,NA
274252,13-Jul-11,87,0.1,29.8,5.8,NA
274288,14-Jul-11,80,0.61,29.9,10.3,NA
274313,15-Jul-11,80,0,30.04,10.4,NA
274338,16-Jul-11,78,T,30.15,6.7,NA
274363,17-Jul-11,78,0,30.19,5.1,NA
274388,18-Jul-11,76,0,30.08,6.1,NA
274413,19-Jul-11,82,0,29.91,9.2,NA
274438,20-Jul-11,84,0,29.88,8.1,NA
274463,21-Jul-11,85,0,29.89,8.4,NA
274490,22-Jul-11,84,0,29.97,12.1,NA
274517,23-Jul-11,84,0,30.03,11.8,NA
274548,24-Jul-11,82,0.72,29.98,13.8,NA
274586,25-Jul-11,80,2.07,29.87,11.1,NA
274635,26-Jul-11,78,0.53,29.81,7.3,NA
274663,27-Jul-11,82,0,29.91,7.2,NA
274690,28-Jul-11,83,0,30.03,7,NA
274715,29-Jul-11,85,0,29.97,8.3,NA
274740,30-Jul-11,86,0,29.94,5.5,NA
274774,31-Jul-11,80,0.43,30.01,NA,NA
274815,1-Aug-11,82,0.6,29.94,4.6,NA
274840,2-Aug-11,84,0,29.84,6.5,NA
274869,3-Aug-11,85,0,29.77,9.9,NA
274896,4-Aug-11,84,0,29.8,9.3,NA
274935,5-Aug-11,84,0,29.97,8.5,NA
274969,6-Aug-11,85,0.08,29.98,10.2,NA
274998,7-Aug-11,86,T,29.81,13,NA
275023,8-Aug-11,87,T,29.67,9.6,NA
275054,9-Aug-11,86,0,29.65,8.7,NA
275079,10-Aug-11,86,0,29.71,6.3,NA
275106,11-Aug-11,83,0,29.81,6,NA
275131,12-Aug-11,83,0,29.98,7.5,NA
275156,13-Aug-11,84,0,30.03,10.6,NA
275193,14-Aug-11,82,0.31,29.84,10.5,NA
275224,15-Aug-11,79,0.01,29.72,7,NA
275249,16-Aug-11,82,0,29.89,4.8,NA
275274,17-Aug-11,80,0,30.09,5.8,NA
275299,18-Aug-11,80,0,30.05,6.7,NA
275330,19-Aug-11,80,0.05,29.91,5.9,NA
275358,20-Aug-11,80,0.09,29.96,3.3,NA
275388,21-Aug-11,,0,30,8.5,NA
275418,22-Aug-11,,0.01,29.89,8.3,NA
275443,23-Aug-11,80,0,30,7.4,NA
275468,24-Aug-11,80,0.01,30.04,6.6,NA
275508,25-Aug-11,81,0.05,30,5.3,NA
275593,26-Aug-11,80,3.67,29.86,15.5,NA
275669,27-Aug-11,78,3.25,29,42.7,NA
275698,28-Aug-11,81,0,29.58,9,NA
275733,29-Aug-11,82,0,29.83,3.5,NA
275773,30-Aug-11,79,0.1,29.99,8.2,NA
275798,31-Aug-11,76,0,30.11,NA,NA
275823,1-Sep-11,76,0,30.08,8.9,NA
275848,2-Sep-11,77,0,30.03,6.3,NA
275873,3-Sep-11,76,0,30,5.1,NA
275898,4-Sep-11,78,0,29.95,4.1,NA
275924,5-Sep-11,80,0.06,29.88,10,NA
275951,6-Sep-11,84,0,29.9,11.7,NA
275979,7-Sep-11,86,0,29.94,9,NA
276047,8-Sep-11,83,T,29.84,4.3,NA
276072,9-Sep-11,82,0,29.87,8.9,NA
276097,10-Sep-11,81,0,29.93,8,NA
276122,11-Sep-11,82,0,30.04,6.1,NA
276148,12-Sep-11,79,0.17,30.03,4.7,NA
276181,13-Sep-11,77,0,30,2.1,NA
276213,14-Sep-11,77,0,29.97,3,NA
276244,15-Sep-11,78,0.28,29.9,6.6,NA
276272,16-Sep-11,69,T,30.16,13.5,NA
276373,17-Sep-11,72,6.95,30.15,10.1,NA
276424,18-Sep-11,72,0.06,30.16,10.4,NA
276465,19-Sep-11,74,0,30.15,8.8,NA
276497,20-Sep-11,76,0.35,30.11,3.8,NA
276527,21-Sep-11,77,0.83,30.11,6,NA
276552,22-Sep-11,79,0.29,30.12,7.4,NA
276591,23-Sep-11,79,0.46,30.02,9.8,NA
276661,24-Sep-11,75,2.48,29.97,7.5,NA
276709,25-Sep-11,75,1.24,30.01,5.4,NA
276771,26-Sep-11,77,0.96,29.97,6.2,NA
276802,27-Sep-11,77,0.06,29.94,7.3,NA
276829,28-Sep-11,80,0,29.89,6.9,NA
276858,29-Sep-11,78,0.03,29.8,9.2,NA
276887,30-Sep-11,76,T,29.73,NA,NA
276917,1-Oct-11,66,0,29.74,9.7,NA
276942,2-Oct-11,60,0,29.91,8.1,NA
276967,3-Oct-11,62,0,30.05,7,NA
276992,4-Oct-11,61,0,30.12,5.8,NA
277017,5-Oct-11,66,0,30.16,4,NA
277043,6-Oct-11,67,0,30.24,7.2,NA
277069,7-Oct-11,68,0,30.36,8.1,NA
277096,8-Oct-11,68,0,30.4,9.1,NA
277124,9-Oct-11,72,0,30.33,9.3,NA
277151,10-Oct-11,72,0,30.17,7.9,NA
277185,11-Oct-11,71,1.29,29.98,12.2,NA
277224,12-Oct-11,74,0.02,29.85,7,NA
277249,13-Oct-11,76,0.01,29.73,7.5,NA
277274,14-Oct-11,72,0.02,29.65,11.1,NA
277299,15-Oct-11,68,0,29.9,8.1,NA
277324,16-Oct-11,65,0,30.03,7.8,NA
277349,17-Oct-11,76,0,29.92,15,NA
277387,18-Oct-11,76,,29.86,9.4,NA
277483,19-Oct-11,73,4.49,29.49,17.5,NA
277511,20-Oct-11,62,0,29.72,17.8,NA
277536,21-Oct-11,58,0,30.02,4.6,NA
277561,22-Oct-11,60,0.03,30.05,6.8,NA
277592,23-Oct-11,66,0.03,30.06,7.2,NA
277633,24-Oct-11,66,0.01,30,7.5,NA
277658,25-Oct-11,60,0,30.12,5.4,NA
277683,26-Oct-11,62,0,30.06,11.8,NA
277708,27-Oct-11,72,0,29.85,15,NA
277748,28-Oct-11,64,T,29.99,11.7,NA
277791,29-Oct-11,58,0.06,29.83,11.6,NA
277816,30-Oct-11,51,0,30.2,8.2,NA
277843,31-Oct-11,58,0.26,30.23,NA,NA
277880,1-Nov-11,58,0.09,30.15,10.5,NA
277905,2-Nov-11,59,0,30.31,7.3,NA
277930,3-Nov-11,60,0,30.13,3.7,NA
277979,4-Nov-11,56,1.33,29.77,13.6,NA
278004,5-Nov-11,58,0,30.1,16.4,NA
278032,6-Nov-11,60,0.01,30.34,8.4,NA
278057,7-Nov-11,61,T,30.31,6.9,NA
278082,8-Nov-11,58,0,30.21,7.4,NA
278116,9-Nov-11,63,0.08,30.05,7,NA
278161,10-Nov-11,61,T,29.78,6.2,NA
278187,11-Nov-11,51,0,29.95,10.8,NA
278212,12-Nov-11,49,0,30.28,6.1,NA
278237,13-Nov-11,60,0,30.25,NA,NA
278262,14-Nov-11,66,0,30.14,8.6,NA
278289,15-Nov-11,66,0.04,30.03,9.6,NA
278374,16-Nov-11,66,1.69,29.93,9.6,NA
278437,17-Nov-11,56,1.93,29.87,10.1,NA
278462,18-Nov-11,46,0,30.39,7.2,NA
278487,19-Nov-11,59,0,30.41,4.5,NA
278512,20-Nov-11,60,0,30.31,5.3,NA
278539,21-Nov-11,62,0,30.2,5.9,NA
278581,22-Nov-11,64,0,30.16,5.4,NA
278634,23-Nov-11,60,0.41,29.83,14.1,NA
278663,24-Nov-11,48,0,30.17,8.4,NA
278688,25-Nov-11,52,0,30.31,4.8,NA
278713,26-Nov-11,56,0,30.31,5.6,NA
278738,27-Nov-11,60,0,30.24,6.8,NA
278768,28-Nov-11,70,0.06,30.08,12.7,NA
278826,29-Nov-11,60,0.44,29.87,12.4,NA
278864,30-Nov-11,48,0,29.9,NA,NA
278895,1-Dec-11,50,0,30.18,7.2,NA
278920,2-Dec-11,48,0,30.36,2.9,NA
278945,3-Dec-11,50,0,30.5,6.4,NA
278970,4-Dec-11,62,T,30.43,5.8,NA
278999,5-Dec-11,66,0.06,30.29,5.8,NA
279031,6-Dec-11,62,0.01,30.15,4.2,NA
279066,7-Dec-11,62,0.22,29.86,11.4,NA
279094,8-Dec-11,51,T,30.11,9.1,NA
279121,9-Dec-11,57,0.09,30.24,6.4,NA
279164,10-Dec-11,54,0.45,30.23,9.8,NA
279189,11-Dec-11,50,0,30.48,10.6,NA
279216,12-Dec-11,54,0,30.41,9.7,NA
279255,13-Dec-11,52,0,30.35,6.6,NA
279280,14-Dec-11,52,0,30.34,5.5,NA
279305,15-Dec-11,54,0,30.25,5.8,NA
279331,16-Dec-11,60,0,30.12,8.9,NA
279370,17-Dec-11,48,T,30.12,8.1,NA
279395,18-Dec-11,44,0,30.24,6.6,NA
279420,19-Dec-11,43,0,30.32,5,NA
279445,20-Dec-11,59,0,30.2,6.5,NA
279471,21-Dec-11,62,0.01,30.13,9.6,NA
279505,22-Dec-11,66,T,30.08,8.1,NA
279539,23-Dec-11,60,0.12,30.05,11.4,NA
